"doi","article_id","title","year","pdf_file","xml_file","pdf_exists","xml_exists","in_rds"
"10.1525/collabra.252","252","Service Provider Salience: When Guilt Undermines Consumer Willingness to Buy Time","2020-06-30","pdf/collabra.252.pdf","xml/collabra.252.xml",TRUE,TRUE,TRUE
"10.1525/collabra.239","239","Conditioning is More Than Association Formation: On the Different Ways in Which Conditioning Research is Valuable for Clinical Psychology","2020-01-08","pdf/collabra.239.pdf","xml/collabra.239.xml",TRUE,TRUE,TRUE
"10.1525/collabra.262","262","What Drives Our Emotions When We Watch Sporting Events? An ESM Study on the Affective Experience of German Spectators During the 2018 FIFA World Cup","2020-03-20","pdf/collabra.262.pdf","xml/collabra.262.xml",TRUE,TRUE,TRUE
"10.1525/collabra.343","343","Improving on Adjusted R-Squared","2020-09-29","pdf/collabra.343.pdf","xml/collabra.343.xml",TRUE,TRUE,TRUE
"10.1525/collabra.284","284","Quantity Over Quality? Reproducible Psychological Science from a Mixed Methods Perspective","2020-05-14","pdf/collabra.284.pdf","xml/collabra.284.xml",TRUE,TRUE,TRUE
"10.1525/collabra.312","312","Estimating and Examining the Replicability of Belief System Networks","2020-04-21","pdf/collabra.312.pdf","xml/collabra.312.xml",TRUE,TRUE,TRUE
"10.1525/collabra.310","310","Do Incidental Environmental Anchors Bias Consumers' Price Estimations?","2020-04-03","pdf/collabra.310.pdf","xml/collabra.310.xml",TRUE,TRUE,TRUE
"10.1525/collabra.370","370","Micropublishing During and After the COVID-19 Era","2020-07-23","pdf/collabra.370.pdf","xml/collabra.370.xml",TRUE,TRUE,TRUE
"10.1525/collabra.321","321","The Mirror Effect: A Preregistered Replication","2020-04-02","pdf/collabra.321.pdf","xml/collabra.321.xml",TRUE,TRUE,TRUE
"10.1525/collabra.267","267","Is Healthy Neuroticism Associated with Chronic Conditions? A Coordinated Integrative Data Analysis","2020-08-12","pdf/collabra.267.pdf","xml/collabra.267.xml",TRUE,TRUE,TRUE
"10.1525/collabra.277","277","Processing the Word Red and Intellectual Performance: Four Replication Attempts","2020-01-09","pdf/collabra.277.pdf","xml/collabra.277.xml",TRUE,TRUE,TRUE
"10.1525/collabra.17210","17210","Smaller Is Better: Associations Between Personality and Demographics Smaller Is Better: Associations Between Personality and Demographics Are Improved by Examining Narrower Traits and Regions Are Improved by Examining Narrower Traits and Regions","2020-11-23","pdf/collabra.17210.pdf","xml/collabra.17210.xml",TRUE,TRUE,TRUE
"10.1525/collabra.305","305","It's in Your Control: Free Will Beliefs and Attribution of Blame to Obese People and People with Mental Illness","2020-06-30","pdf/collabra.305.pdf","xml/collabra.305.xml",TRUE,TRUE,TRUE
"10.1525/collabra.17174","17174","Does 'Scientists Believe…' Imply 'All Scientists believe…'? Individual Does 'Scientists Believe…' Imply 'All Scientists believe…'? Individual Differences in the Interpretation of Generic News Headlines Differences in the Interpretation of Generic News Headlines","2020-11-23","pdf/collabra.17174.pdf","xml/collabra.17174.xml",TRUE,TRUE,TRUE
"10.1525/collabra.17975","17975","Impact of Survey Design Features on Score Reliability Impact of Survey Design Features on Score Reliability","2020-11-24","pdf/collabra.17975.pdf","xml/collabra.17975.xml",TRUE,TRUE,TRUE
"10.1525/collabra.271","271","What are Replicable Aspects of the Broader Autism Phenotype among College Students? The Answer is Not Reduced Prosocial Behaviors","2020-01-15","pdf/collabra.271.pdf","xml/collabra.271.xml",TRUE,TRUE,TRUE
"10.1525/collabra.365","365","Did Social Connection Decline During the First Wave of COVID-19?: The Role of Extraversion","2020-07-24","pdf/collabra.365.pdf","xml/collabra.365.xml",TRUE,TRUE,TRUE
"10.1525/collabra.280","280","Self-Control and Affect Regulation Styles Predict Anxiety Longitudinally in University Students","2020-02-10","pdf/collabra.280.pdf","xml/collabra.280.xml",TRUE,TRUE,TRUE
"10.1525/collabra.369","369","Redemptive Stories and Those Who Tell Them are Preferred in the U.S","2020-08-03","pdf/collabra.369.pdf","xml/collabra.369.xml",TRUE,TRUE,TRUE
"10.1525/collabra.17213","17213","Moving Developmental Research Online: Comparing In-Lab and Web-Moving Developmental Research Online: Comparing In-Lab and Web-Based Studies of Model-Based Reinforcement Learning Based Studies of Model-Based Reinforcement Learning","2020-11-23","pdf/collabra.17213.pdf","xml/collabra.17213.xml",TRUE,TRUE,TRUE
"10.1525/collabra.266","266","Is Healthy Neuroticism Associated with Health Behaviors? A Coordinated Integrative Data Analysis","2020-07-21","pdf/collabra.266.pdf","xml/collabra.266.xml",TRUE,TRUE,TRUE
"10.1525/collabra.243","243","Does the Survival Processing Memory Advantage Translate to Serial Recall?","2020-01-24","pdf/collabra.243.pdf","xml/collabra.243.xml",TRUE,TRUE,TRUE
"10.1525/collabra.278","278","Recalling Experiences: Looking at Momentary, Retrospective and Global Assessments of Relationship Satisfaction","2020-01-22","pdf/collabra.278.pdf","xml/collabra.278.xml",TRUE,TRUE,TRUE
"10.1525/collabra.297","297","The Structure of Self-Regulation and Its Psychological and Physical Health Correlates in Older Adults","2020-04-15","pdf/collabra.297.pdf","xml/collabra.297.xml",TRUE,TRUE,TRUE
"10.1525/collabra.303","303","Does Belief in Free Will Increase Support for Economic Inequality?","2020-05-01","pdf/collabra.303.pdf","xml/collabra.303.xml",TRUE,TRUE,TRUE
"10.1525/collabra.347","347","Repetition Increases Perceived Truth Even for Known Falsehoods","2020-07-28","pdf/collabra.347.pdf","xml/collabra.347.xml",TRUE,TRUE,TRUE
"10.1525/collabra.254","254","Under What Conditions Does Prosocial Spending Promote Happiness?","2020-01-10","pdf/collabra.254.pdf","xml/collabra.254.xml",TRUE,TRUE,TRUE
"10.1525/collabra.255","255","Response Time Concealed Information Test on Smartphones","2020-01-08","pdf/collabra.255.pdf","xml/collabra.255.xml",TRUE,TRUE,TRUE
"10.1525/collabra.294","294","When Cheating is an Honest Mistake: A Critical Evaluation of the Matrix Task as a Measure of Dishonesty","2020-02-26","pdf/collabra.294.pdf","xml/collabra.294.xml",TRUE,TRUE,TRUE
"10.1525/collabra.276","276","Why Self-Report Measures of Self-Control and Inhibition Tasks Do Not Substantially Correlate","2020-01-28","pdf/collabra.276.pdf","xml/collabra.276.xml",TRUE,TRUE,TRUE
"10.1525/collabra.337","337","Validating the Workplace Dignity Scale","2020-07-20","pdf/collabra.337.pdf","xml/collabra.337.xml",TRUE,TRUE,TRUE
"10.1525/collabra.17707","17707","The Development of Scene Semantics: First ERP Indications for the The Development of Scene Semantics: First ERP Indications for the Processing of Semantic Object-Scene Inconsistencies in 24-Month-Olds Processing of Semantic Object-Scene Inconsistencies in 24-Month-Olds","2020-11-23","pdf/collabra.17707.pdf","xml/collabra.17707.xml",TRUE,TRUE,TRUE
"10.1525/collabra.14626","14626","Attention Interacts With Emotion to Drive Perceptual Impairment of Attention Interacts With Emotion to Drive Perceptual Impairment of Images in an RSVP Task Images in an RSVP Task","2020-11-23","pdf/collabra.14626.pdf","xml/collabra.14626.xml",TRUE,TRUE,TRUE
"10.1525/collabra.259","259","Do People Devalue Sources of Threatening Health Feedback Particularly When Its Criteria Are Ambiguous and Its Consequences Enduring?","2020-04-02","pdf/collabra.259.pdf","xml/collabra.259.xml",TRUE,TRUE,TRUE
"10.1525/collabra.320","320","Learning Habits: Does Overtraining Lead to Resistance to New Learning?","2020-04-07","pdf/collabra.320.pdf","xml/collabra.320.xml",TRUE,TRUE,TRUE
"10.1525/collabra.302","302","The California Missions: Public Attitudes Toward Perceived Authenticity, Sacredness, and Uses of Historic Religious Sites","2020-06-18","pdf/collabra.302.pdf","xml/collabra.302.xml",TRUE,TRUE,TRUE
"10.1525/collabra.301","301","Good Me Bad Me: Prioritization of the Good-Self During Perceptual Decision-Making","2020-04-06","pdf/collabra.301.pdf","xml/collabra.301.xml",TRUE,TRUE,TRUE
"10.1525/collabra.18184","18184","Proximity and Expectancy Modulate Response Vigor After Reward Proximity and Expectancy Modulate Response Vigor After Reward Omission Omission","2020-12-18","pdf/collabra.18184.pdf","xml/collabra.18184.xml",TRUE,TRUE,TRUE
"10.1525/collabra.281","281","The Influence of Mental Imagery Instructions and Personality Characteristics on Reading Experiences","2020-08-12","pdf/collabra.281.pdf","xml/collabra.281.xml",TRUE,TRUE,TRUE
"10.1525/collabra.335","335","Probing the Person-Patina Relationship: A Correlational Study on the Psychology of Senescent Environments","2020-08-11","pdf/collabra.335.pdf","xml/collabra.335.xml",TRUE,TRUE,TRUE
"10.1525/collabra.268","268","Is Healthy Neuroticism Associated with Longevity? A Coordinated Integrative Data Analysis","2020-07-21","pdf/collabra.268.pdf","xml/collabra.268.xml",TRUE,TRUE,TRUE
"10.1525/collabra.341","341","Corrigendum: Distinguishing Between Need Support and Regulatory Focus with LIWC","2020-03-12","pdf/collabra.341.pdf","xml/collabra.341.xml",TRUE,TRUE,TRUE
"10.1525/collabra.368","368","No Additional Evidence that Proximity to the July 4th Holiday Affects Affective Polarization","2020-07-29","pdf/collabra.368.pdf","xml/collabra.368.xml",TRUE,TRUE,TRUE
"10.1525/collabra.17799","17799","Reducing the Overlap Between Machiavellianism and Subclinical Reducing the Overlap Between Machiavellianism and Subclinical Psychopathy: The M7 and P7 Scales Psychopathy: The M7 and P7 Scales","2020-11-23","pdf/collabra.17799.pdf","xml/collabra.17799.xml",TRUE,TRUE,TRUE
"10.1525/collabra.324","324","Perception and Evaluation of Buildings: The Effects of Style and Frequency of Exposure","2020-08-17","pdf/collabra.324.pdf","xml/collabra.324.xml",TRUE,TRUE,TRUE
"10.1525/collabra.180","180","Database of Emotional Videos from Ottawa (DEVO)","2020-02-07","pdf/collabra.180.pdf","xml/collabra.180.xml",TRUE,TRUE,TRUE
"10.1525/collabra.21160","21160","Reexamining the Relationship Between Shift Work and Health Behavior: Do Fluid Intelligence, Socio-economic Status, and Selfcontrol Moderate the Relation?","2021-02-26","pdf/collabra.21160.pdf","xml/collabra.21160.xml",TRUE,TRUE,TRUE
"10.1525/collabra.24404","24404","Opening the Door to Registered Reports: Census of Journals Publishing Registered Reports (2013-2020)","2021-06-08","pdf/collabra.24404.pdf","xml/collabra.24404.xml",TRUE,TRUE,TRUE
"10.1525/collabra.24386","24386","Prejudice Towards Sex Workers Depends on the Sexual Activity and Autonomy of Their Work, Hobbies and Daily Activities","2021-06-02","pdf/collabra.24386.pdf","xml/collabra.24386.xml",TRUE,TRUE,TRUE
"10.1525/collabra.18898","18898","Straight From the Scientist's Mouth-Plain Language Summaries Straight From the Scientist's Mouth-Plain Language Summaries Promote Laypeople's Comprehension and Knowledge Acquisition When Promote Laypeople's Comprehension and Knowledge Acquisition When Reading About Individual Research Findings in Psychology Reading About Individual Research Findings in Psychology","2021-02-05","pdf/collabra.18898.pdf","xml/collabra.18898.xml",TRUE,TRUE,TRUE
"10.1525/collabra.28881","28881","Repeated Retrieval Practice to Foster Students' Critical Thinking Skills","2021-10-07","pdf/collabra.28881.pdf","xml/collabra.28881.xml",TRUE,TRUE,TRUE
"10.1525/collabra.27702","27702","Adults' and Children's Comprehension of Linguistic Disjunction","2021-09-30","pdf/collabra.27702.pdf","xml/collabra.27702.xml",TRUE,TRUE,TRUE
"10.1525/collabra.24919","24919","The Effects of Input Modality, Word Difficulty and Reading Experience on Word Recognition Accuracy","2021-06-30","pdf/collabra.24919.pdf","xml/collabra.24919.xml",TRUE,TRUE,TRUE
"10.1525/collabra.21173","21173","Working for the Best or Bracing for the Worst? Approach and Avoidance Motivation in Planning","2021-03-11","pdf/collabra.21173.pdf","xml/collabra.21173.xml",TRUE,TRUE,TRUE
"10.1525/collabra.30140","30140","Personality States of the Union","2021-12-21","pdf/collabra.30140.pdf","xml/collabra.30140.xml",TRUE,TRUE,TRUE
"10.1525/collabra.23447","23447","When 'Scientists Say' Coffee Is Good for You One Day and Bad for You the Next: Do Generic Attributions to 'Scientists' and 'Experts' Amplify Perceived Conflict?","2021-05-10","pdf/collabra.23447.pdf","xml/collabra.23447.xml",TRUE,TRUE,TRUE
"10.1525/collabra.18684","18684","Easing Into Open Science: A Guide for Graduate Students and Their Easing Into Open Science: A Guide for Graduate Students and Their Advisors Advisors","2021-01-26","pdf/collabra.18684.pdf","xml/collabra.18684.xml",TRUE,TRUE,TRUE
"10.1525/collabra.21939","21939","Circadian Rhythm and Memory Performance: No Time-Of-Day Effect on Face Recognition","2021-04-16","pdf/collabra.21939.pdf","xml/collabra.21939.xml",TRUE,TRUE,TRUE
"10.1525/collabra.28103","28103","Assessing the Unidimensionality of Clayton's Environmental Identity Scale Using Confirmatory Factor Analysis (CFA) and Bifactor Exploratory Structural Equation Modeling (bifactor-ESEM)","2021-10-14","pdf/collabra.28103.pdf","xml/collabra.28103.xml",TRUE,TRUE,TRUE
"10.1525/collabra.29929","29929","On the Role of Response Styles in the Study of Intraindividual Variability","2021-12-20","pdf/collabra.29929.pdf","xml/collabra.29929.xml",TRUE,TRUE,TRUE
"10.1525/collabra.28250","28250","Using and Understanding Power in Psychological Research: A Survey Study","2021-10-04","pdf/collabra.28250.pdf","xml/collabra.28250.xml",TRUE,TRUE,TRUE
"10.1525/collabra.27242","27242","Methodology and Research Practice Poisson Regressions: A Little Fishy","2021-09-20","pdf/collabra.27242.pdf","xml/collabra.27242.xml",TRUE,TRUE,TRUE
"10.1525/collabra.17969","17969","False Positives Using Social Cognitive Mapping to Identify Children's False Positives Using Social Cognitive Mapping to Identify Children's Peer Groups Peer Groups","2021-01-04","pdf/collabra.17969.pdf","xml/collabra.17969.xml",TRUE,TRUE,TRUE
"10.1525/collabra.29039","29039","Hormonal Contraception and Sexuality: Causal Effects, Unobserved Selection, or Reverse Causality?","2021-10-21","pdf/collabra.29039.pdf","xml/collabra.29039.xml",TRUE,TRUE,TRUE
"10.1525/collabra.24808","24808","Development and Validation of the Attitudes Toward Singlehood Scale Among Undergraduate Students in Malaysia and India","2021-06-23","pdf/collabra.24808.pdf","xml/collabra.24808.xml",TRUE,TRUE,TRUE
"10.1525/collabra.28105","28105","'If Men Were Angels, No Government Would Be Necessary': The Intuitive Theory of Social Motivation and Preference for Authoritarian Leaders","2021-09-22","pdf/collabra.28105.pdf","xml/collabra.28105.xml",TRUE,TRUE,TRUE
"10.1525/collabra.18989","18989","The Role of Parental Input in the Early Acquisition of Japanese Politeness Distinctions","2021-03-01","pdf/collabra.18989.pdf","xml/collabra.18989.xml",TRUE,TRUE,TRUE
"10.1525/collabra.29542","29542","The Phenomenological Control Scale: Measuring the Capacity for Creating Illusory Nonvolition, Hallucination and Delusion","2021-11-15","pdf/collabra.29542.pdf","xml/collabra.29542.xml",TRUE,TRUE,TRUE
"10.1525/collabra.18698","18698","Realistic Expectations and Prosocial Behavioural Intentions to the Early Realistic Expectations and Prosocial Behavioural Intentions to the Early Phase of the COVID-19 Pandemic in the Norwegian Population Phase of the COVID-19 Pandemic in the Norwegian Population","2021-01-22","pdf/collabra.18698.pdf","xml/collabra.18698.xml",TRUE,TRUE,TRUE
"10.1525/collabra.22968","22968","Society for the Improvement of Psychological Science Global Engagement Task Force Report","2021-05-06","pdf/collabra.22968.pdf","xml/collabra.22968.xml",TRUE,TRUE,TRUE
"10.1525/collabra.21963","21963","""I Remember Having Chicken Pox at Age 3"": How Can Age Manipulations Affect One's Earliest Childhood Memories?","2021-04-07","pdf/collabra.21963.pdf","xml/collabra.21963.xml",TRUE,TRUE,TRUE
"10.1525/collabra.28115","28115","In Game as in Life? Linking Decision-making to Real-world Behavior","2021-09-28","pdf/collabra.28115.pdf","xml/collabra.28115.xml",TRUE,TRUE,TRUE
"10.1525/collabra.22128","22128","Influence of Childhood Trauma on Former Prisoners' Attributional Style and Recidivism in Three Years","2021-04-27","pdf/collabra.22128.pdf","xml/collabra.22128.xml",TRUE,TRUE,TRUE
"10.1525/collabra.19026","19026","Bayesian Frequentists: Examining the Paradox Between What Researchers Can Conclude Versus What They Want to Conclude From Statistical Results","2021-02-24","pdf/collabra.19026.pdf","xml/collabra.19026.xml",TRUE,TRUE,TRUE
"10.1525/collabra.24085","24085","Associating With Art: A Network Model of Aesthetic Effects","2021-05-26","pdf/collabra.24085.pdf","xml/collabra.24085.xml",TRUE,TRUE,TRUE
"10.1525/collabra.28391","28391","Pets and Politics: Do Liberals and Conservatives Differ in Their Preferences for Cats Versus Dogs?","2021-11-10","pdf/collabra.28391.pdf","xml/collabra.28391.xml",TRUE,TRUE,TRUE
"10.1525/collabra.19004","19004","Economic Games: An Introduction and Guide for Research","2021-02-26","pdf/collabra.19004.pdf","xml/collabra.19004.xml",TRUE,TRUE,TRUE
"10.1525/collabra.22167","22167","Priming Feminine Typical Traits Does Not Change Autobiographical Memory Narrative Content","2021-05-10","pdf/collabra.22167.pdf","xml/collabra.22167.xml",TRUE,TRUE,TRUE
"10.1525/collabra.21433","21433","Eudaemonic Well-Being in Midlife Women: Change in and Correspondence Between Concurrent and Retrospective Reports","2021-03-25","pdf/collabra.21433.pdf","xml/collabra.21433.xml",TRUE,TRUE,TRUE
"10.1525/collabra.29766","29766","Longitudinal Associations Between Parenting and Child Big Five Personality Traits","2021-11-18","pdf/collabra.29766.pdf","xml/collabra.29766.xml",TRUE,TRUE,TRUE
"10.1525/collabra.27386","27386","Be Yourself and Behave Appropriately: Exploring Associations Between Incongruent Personality States and Positive Affect, Tiredness, and Cognitive Performance","2021-09-02","pdf/collabra.27386.pdf","xml/collabra.27386.xml",TRUE,TRUE,TRUE
"10.1525/collabra.21192","21192","Race, Architecture, and Belonging: Divergent Perceptions of Antebellum Architecture","2021-03-08","pdf/collabra.21192.pdf","xml/collabra.21192.xml",TRUE,TRUE,TRUE
"10.1525/collabra.25526","25526","Sexual Behavior and Substance Use in Adolescence and Young Adulthood: Non-specific Associations Between a Range of Sexual Behaviors and Alcohol, Nicotine, and Marijuana Use","2021-07-19","pdf/collabra.25526.pdf","xml/collabra.25526.xml",TRUE,TRUE,TRUE
"10.1525/collabra.27356","27356","Cognitive Control and the Implicit Association Test: A Replication of Siegel, Dougherty, and Huber (2012)","2021-08-23","pdf/collabra.27356.pdf","xml/collabra.27356.xml",TRUE,TRUE,TRUE
"10.1525/collabra.22165","22165","Communal Motives Towards Parents and Perceived Self-Parent Agreement","2021-04-22","pdf/collabra.22165.pdf","xml/collabra.22165.xml",TRUE,TRUE,TRUE
"10.1525/collabra.25983","25983","The Convergence of Self and Informant Reports in a Large Online Sample","2021-08-18","pdf/collabra.25983.pdf","xml/collabra.25983.xml",TRUE,TRUE,TRUE
"10.1525/collabra.18910","18910","Comparison of Two Ecological Momentary Intervention Modules for Treatment of Depression on Momentary Positive and Negative Affect","2021-03-04","pdf/collabra.18910.pdf","xml/collabra.18910.xml",TRUE,TRUE,TRUE
"10.1525/collabra.23445","23445","Developing a Cross-Cultural Annotation System and MetaCorpus for Studying Infants' Real World Language Experience","2021-05-25","pdf/collabra.23445.pdf","xml/collabra.23445.xml",TRUE,TRUE,TRUE
"10.1525/collabra.19010","19010","An Investigation of Plant-based Dietary Motives Among Vegetarians and An Investigation of Plant-based Dietary Motives Among Vegetarians and Omnivores Omnivores","2021-02-06","pdf/collabra.19010.pdf","xml/collabra.19010.xml",TRUE,TRUE,TRUE
"10.1525/collabra.22511","22511","Three Pillars of Physical Distancing: Anxiety, Prosociality, and Rule Compliance During the COVID-19 Pandemic","2021-05-13","pdf/collabra.22511.pdf","xml/collabra.22511.xml",TRUE,TRUE,TRUE
"10.1525/collabra.21194","21194","Built Heritage as Imagines Agentes","2021-03-04","pdf/collabra.21194.pdf","xml/collabra.21194.xml",TRUE,TRUE,TRUE
"10.1525/collabra.18733","18733","Why Does the IAT Reveal a Preference for Stimuli Said to Be Paired With Why Does the IAT Reveal a Preference for Stimuli Said to Be Paired With an Unpleasant Sound? Stalking the Unexpected an Unpleasant Sound? Stalking the Unexpected","2021-01-26","pdf/collabra.18733.pdf","xml/collabra.18733.xml",TRUE,TRUE,TRUE
"10.1525/collabra.30137","30137","Promoting Open Science: A Holistic Approach to Changing Behaviour","2021-12-17","pdf/collabra.30137.pdf","xml/collabra.30137.xml",TRUE,TRUE,TRUE
"10.1525/collabra.24451","24451","Memory for Dynamic Events When Event Boundaries Are Accentuated With Emotional Stimuli","2021-06-14","pdf/collabra.24451.pdf","xml/collabra.24451.xml",TRUE,TRUE,TRUE
"10.1525/collabra.24720","24720","Proof of Concept and Moderators of Transference Processes in an Online Setting","2021-06-23","pdf/collabra.24720.pdf","xml/collabra.24720.xml",TRUE,TRUE,TRUE
"10.1525/collabra.28202","28202","Obtaining Evidence for No Effect","2021-09-30","pdf/collabra.28202.pdf","xml/collabra.28202.xml",TRUE,TRUE,TRUE
"10.1525/collabra.18731","18731","Predicting Mental Health From Followed Accounts on Twitter Predicting Mental Health From Followed Accounts on Twitter","2021-01-25","pdf/collabra.18731.pdf","xml/collabra.18731.xml",TRUE,TRUE,TRUE
"10.1525/collabra.25528","25528","The Association Between Prejudice Toward and Essentialist Beliefs About Transgender People","2021-07-26","pdf/collabra.25528.pdf","xml/collabra.25528.xml",TRUE,TRUE,TRUE
"10.1525/collabra.18738","18738","A Multi-Site Collaborative Study of the Hostile Priming Effect","2021-02-05","pdf/collabra.18738.pdf","xml/collabra.18738.xml",TRUE,TRUE,TRUE
"10.1525/collabra.21937","21937","Validation of a Set of Stimuli to Investigate the Effect of Attributional Processes on Social Motivation in Within-Subject Experiments","2021-04-05","pdf/collabra.21937.pdf","xml/collabra.21937.xml",TRUE,TRUE,TRUE
"10.1525/collabra.22160","22160","First Impressions of Faces of Refugees Are More Strongly Influenced by Target Cues and Perceiver Attitudes Than by Sheer Group Affiliation","2021-04-27","pdf/collabra.22160.pdf","xml/collabra.22160.xml",TRUE,TRUE,TRUE
"10.1525/collabra.24087","24087","Malleability of Statistical Perception: Impact of Validity Presentation on College Admission Test Policy Preferences","2021-06-07","pdf/collabra.24087.pdf","xml/collabra.24087.xml",TRUE,TRUE,TRUE
"10.1525/collabra.25293","25293","A Practical Guide to Doing Behavioral Research on Fake News and Misinformation","2021-07-13","pdf/collabra.25293.pdf","xml/collabra.25293.xml",TRUE,TRUE,TRUE
"10.1525/collabra.18032","18032","Co-Registration of Eye Movements and Fixation-Related Potentials in Co-Registration of Eye Movements and Fixation-Related Potentials in Natural Reading: Practical Issues of Experimental Design and Data Natural Reading: Practical Issues of Experimental Design and Data Analysis Analysis","2021-01-07","pdf/collabra.18032.pdf","xml/collabra.18032.xml",TRUE,TRUE,TRUE
"10.1525/collabra.29763","29763","Words May Jump-Start Meaning More Than Vision: A Non-Replication of Early ERP Effects in Boutonnet and Lupyan (2015)","2021-12-01","pdf/collabra.29763.pdf","xml/collabra.29763.xml",TRUE,TRUE,TRUE
"10.1525/collabra.24923","24923","Two's Company, but Four's a Crowd: The Relationship Among COVID-19 Stress, Household Size, and Life Satisfaction","2021-06-29","pdf/collabra.24923.pdf","xml/collabra.24923.xml",TRUE,TRUE,TRUE
"10.1525/collabra.19525","19525","The Impact of Personality and Lifestyle Change on Distress During the COVID-19 Pandemic","2021-03-03","pdf/collabra.19525.pdf","xml/collabra.19525.xml",TRUE,TRUE,TRUE
"10.1525/collabra.29935","29935","Conducting Language Production Research Online: A Web-based Study of Semantic Context and Name Agreement Effects in Multi-Word Production","2021-12-02","pdf/collabra.29935.pdf","xml/collabra.29935.xml",TRUE,TRUE,TRUE
"10.1525/collabra.19028","19028","Honesty-Humility, Beliefs, and Prosocial Behaviour: A Test on Stockpiling During the COVID-19 Pandemic","2021-02-16","pdf/collabra.19028.pdf","xml/collabra.19028.xml",TRUE,TRUE,TRUE
"10.1525/collabra.28248","28248","Discrimination, Life Stress, and Mental Health Among Muslims: A Preregistered Systematic Review and Meta-Analysis","2021-10-18","pdf/collabra.28248.pdf","xml/collabra.28248.xml",TRUE,TRUE,TRUE
"10.1525/collabra.23441","23441","The Influence of Similarity and Mimicry on Decisions to Trust","2021-05-11","pdf/collabra.23441.pdf","xml/collabra.23441.xml",TRUE,TRUE,TRUE
"10.1525/collabra.21935","21935","Issues in Conservation-Three Value Moments in the Public Perception of Cultural Heritage Objects in Public Spaces","2021-04-09","pdf/collabra.21935.pdf","xml/collabra.21935.xml",TRUE,TRUE,TRUE
"10.1525/collabra.24431","24431","The Big Five Across Socioeconomic Status: Measurement Invariance, Relationships, and Age Trends","2021-06-10","pdf/collabra.24431.pdf","xml/collabra.24431.xml",TRUE,TRUE,TRUE
"10.1525/collabra.18521","18521","Faces Do Not Attract More Attention Than Non-Social Distractors in the Faces Do Not Attract More Attention Than Non-Social Distractors in the Stroop Task Stroop Task","2021-01-28","pdf/collabra.18521.pdf","xml/collabra.18521.xml",TRUE,TRUE,TRUE
"10.1525/collabra.24953","24953","Don't Forget the Psychology in Analyses of Psychological Data: The Case of Sequential Testing","2021-06-29","pdf/collabra.24953.pdf","xml/collabra.24953.xml",TRUE,TRUE,TRUE
"10.1525/collabra.24921","24921","Strategic Thinking: A Random Walk Into the Rabbit Hole","2021-06-28","pdf/collabra.24921.pdf","xml/collabra.24921.xml",TRUE,TRUE,TRUE
"10.1525/collabra.23443","23443","Self-interest Is Overestimated: Two Successful Pre-registered Replications and Extensions of Miller and Ratner (1998)","2021-05-11","pdf/collabra.23443.pdf","xml/collabra.23443.xml",TRUE,TRUE,TRUE
"10.1525/collabra.23473","23473","Leisure Activities as a Driver of Personality Development? A Random-Intercept Cross-lagged Panel Model Across 13 Years in Adulthood","2021-06-01","pdf/collabra.23473.pdf","xml/collabra.23473.xml",TRUE,TRUE,TRUE
"10.1525/collabra.24091","24091","A Call for Greater Modesty in Psychology and Cognitive Neuroscience","2021-05-25","pdf/collabra.24091.pdf","xml/collabra.24091.xml",TRUE,TRUE,TRUE
"10.1525/collabra.29931","29931","Enacted Extraversion as a Well-Being Enhancing Strategy in Everyday Life: Testing Across Three, Week-Long Interventions","2021-12-06","pdf/collabra.29931.pdf","xml/collabra.29931.xml",TRUE,TRUE,TRUE
"10.1525/collabra.25912","25912","Perfectionistic Cognitions as Antecedents of Work Engagement: Personal Resources, Personal Demands, or Both?","2021-07-26","pdf/collabra.25912.pdf","xml/collabra.25912.xml",TRUE,TRUE,TRUE
"10.1525/collabra.25961","25961","Time Stand Still: Effects of Temporal Window Selection on Eye Tracking Analysis","2021-07-29","pdf/collabra.25961.pdf","xml/collabra.25961.xml",TRUE,TRUE,TRUE
"10.1525/collabra.21422","21422","Estimating Time: Comparing the Accuracy of Estimation Methods for Interval Timing","2021-03-26","pdf/collabra.21422.pdf","xml/collabra.21422.xml",TRUE,TRUE,TRUE
"10.1525/collabra.35903","35903",NA,"2022-06-08","pdf/collabra.35903.pdf","xml/collabra.35903.xml",TRUE,TRUE,FALSE
"10.1525/collabra.35745","35745","The Effect of Stress on Semantic Memory Retrieval: A Multiverse Analysis","2022-05-25","pdf/collabra.35745.pdf","xml/collabra.35745.xml",TRUE,TRUE,TRUE
"10.1525/collabra.38599","38599","Eliciting Short-Term Closeness in Couple Relationships With Ecological Momentary Interventions","2022-10-17","pdf/collabra.38599.pdf","xml/collabra.38599.xml",TRUE,TRUE,TRUE
"10.1525/collabra.36312","36312","It's Not You, It's Me: Some Speakers Elicit Structural Priming More Reliably Than Others","2022-06-17","pdf/collabra.36312.pdf","xml/collabra.36312.xml",TRUE,TRUE,TRUE
"10.1525/collabra.35711","35711","How Do Researchers in Psychology Perceive the Field? A Qualitative Exploration of Critiques and Defenses","2022-05-20","pdf/collabra.35711.pdf","xml/collabra.35711.xml",TRUE,TRUE,TRUE
"10.1525/collabra.33267","33267","Sample Size Justification","2022-03-22","pdf/collabra.33267.pdf","xml/collabra.33267.xml",TRUE,TRUE,TRUE
"10.1525/collabra.31629","31629","Alone With Our Thoughts: Investigation of Autonomy Supportive Framing as a Driver of Enjoyment During Quiet Time in Solitude","2022-01-25","pdf/collabra.31629.pdf","xml/collabra.31629.xml",TRUE,TRUE,TRUE
