"doi","article_id","title","title_source","year","volume","startpage","pdf_file","xml_file","pdf_exists","xml_exists","in_rds","grobid_version","conversion_date","license"
"10.52082/jssm.2025.116","2025116","Impact of Fatiguing Exercises on Movement Strategies in Chronic Ankle Instability, Lateral Ankle Sprain Copers, and Controls","crossref",2025,24,116,"pdf/jssm.2025116.pdf","xml/jssm.2025116.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.515","2024515","Validity and Reliability of OpenPose-Based Motion Analysis in Measuring Knee Valgus during Drop Vertical Jump Test","crossref",2024,23,515,"pdf/jssm.2024515.pdf","xml/jssm.2024515.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2022.640","2022640","Maturity-based correction mechanism for talent identification: When is it needed, does it work, and does it help to better predict who will make it to the pros?","crossref",2022,21,640,"pdf/jssm.2022640.pdf","xml/jssm.2022640.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2025.891","2025891","Distinctive Regulation Profiles of Stroke Mechanics Underlie Pacing and Discriminate 400 m Front-Crawl Performance","crossref",2025,24,891,"pdf/jssm.2025891.pdf","xml/jssm.2025891.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.156","2023156","Race Analysis and Determination of Stroke Frequency – Stroke Length Combinations during the 50-M Freestyle Event","crossref",2023,22,156,"pdf/jssm.2023156.pdf","xml/jssm.2023156.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2025.707","2025707","Longitudinal Stability of The Handgrip Strength Measurements in University Students","crossref",2025,24,707,"pdf/jssm.2025707.pdf","xml/jssm.2025707.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.787","2024787","Quantitative Analysis of Quadriceps Forces in Adolescent Females during Running with Infrapatellar Straps","crossref",2024,23,787,"pdf/jssm.2024787.pdf","xml/jssm.2024787.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.647","2024647","Unilateral Plyometric Jump Training Shows Significantly More Effective than Bilateral Training in Improving Both Time to Stabilization and Peak Landing Force in Single-Leg Lend and Hold Test: A Randomized Multi-Arm Study Conducted Among Young Male Basketball Players","crossref",2024,23,647,"pdf/jssm.2024647.pdf","xml/jssm.2024647.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2025.195","2025195","60-Second Static Stretching of Lower Limb Muscles Disrupts Muscular Performance and Control in Active Male Adults","crossref",2025,24,195,"pdf/jssm.2025195.pdf","xml/jssm.2025195.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.488","2023488","Ball-To-Hand Contact Forces Increase Modeled Shoulder Torques during a Volleyball Spike","crossref",2023,22,488,"pdf/jssm.2023488.pdf","xml/jssm.2023488.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2026.536","2026536","A Drone-Based Method to Measure Sprint Force-Velocity Profiles in 30-Meter Sprint Test - A Pilot Study","crossref",2026,25,536,"pdf/jssm.2026536.pdf","xml/jssm.2026536.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.445","2024445","Small-Sided Soccer Games Promote Greater Adaptations on Vertical Jump and Change-of-Direction Deficit and Similar Adaptations in Aerobic Capacity than High-Intensity Interval Training in Females","crossref",2024,23,445,"pdf/jssm.2024445.pdf","xml/jssm.2024445.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2026.459","2026459","Intervention Effects of Recreational Football on Obesity-Related Health Outcomes: A Systematic Review and Meta-Analysis","crossref",2026,25,459,"pdf/jssm.2026459.pdf","xml/jssm.2026459.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.455","2023455","Translation, Cultural Adaptation and Validation of Perceived Physical Literacy Instrument-Spanish Version (PPLI-Sp) for Adults","crossref",2023,22,455,"pdf/jssm.2023455.pdf","xml/jssm.2023455.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.431","2023431","Comparison of Muscle Activity and Muscle Thickness According to Knee Flexion Angle during Supine Bridge Exercises using the Abdominal Drawing-in Maneuver on an Unstable Surface","crossref",2023,22,431,"pdf/jssm.2023431.pdf","xml/jssm.2023431.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.516","2021516","Predictors of Physical Activity Levels in University Physical Education Implementing Sport Education","crossref",2021,20,516,"pdf/jssm.2021516.pdf","xml/jssm.2021516.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.329","2023329","The Effects of Incorporating Dry-land Short Intervals to Long Aerobic-dominant In-Water Swimming Training on Physiological Parameters, Hormonal Factors, and Performance: A Randomized-Controlled Intervention Study","crossref",2023,22,329,"pdf/jssm.2023329.pdf","xml/jssm.2023329.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2025.696","2025696","Effects of Acute and Repeated Ischemic Preconditioning on Recovery from Muscle Fatigue after High-Intensity Swim Training in Male Amateur Swimmers","crossref",2025,24,696,"pdf/jssm.2025696.pdf","xml/jssm.2025696.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.86","202186","Guided Active Play Promotes Physical Activity and Improves Fundamental Motor Skills for School-Aged Children","crossref",2021,20,86,"pdf/jssm.202186.pdf","xml/jssm.202186.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.300","2021300","Unilateral Quadriceps Fatigue Induces Greater Impairments of Ipsilateral versus Contralateral Elbow Flexors and Plantar Flexors Performance in Physically Active Young Adults","crossref",2021,20,300,"pdf/jssm.2021300.pdf","xml/jssm.2021300.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.250","2021250","Physiological Responses and Predictors of Performance in a Simulated Competitive Ski Mountaineering Race","crossref",2021,20,250,"pdf/jssm.2021250.pdf","xml/jssm.2021250.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.778","2021778","Relationships between Heart Rate Variability, Sleep Duration, Cortisol and Physical Training in Young Athletes","crossref",2021,20,778,"pdf/jssm.2021778.pdf","xml/jssm.2021778.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.425","2024425","The Duration of Non-Local Muscle Fatigue Effects","crossref",2024,23,425,"pdf/jssm.2024425.pdf","xml/jssm.2024425.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.541","2023541","The Effects of Combined Exercise with Citrulline Supplementation on Body Composition and Lower Limb Function of Overweight Older Adults: A Systematic Review and Meta-Analysis","crossref",2023,22,541,"pdf/jssm.2023541.pdf","xml/jssm.2023541.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2022.104","2022104","Sex Moderates the Relationship between Perceptual-Motor Function and Single-Leg Squatting Mechanics","crossref",2022,21,104,"pdf/jssm.2022104.pdf","xml/jssm.2022104.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2022.260","2022260","RMSSD Is More Sensitive to Artifacts Than Frequency-Domain Parameters: Implication in Athletes’ Monitoring","crossref",2022,21,260,"pdf/jssm.2022260.pdf","xml/jssm.2022260.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2025.871","2025871","Can The Frequency and Intensity of Tai Chi Influence the Magnitude of Adaptations in Health Markers and Physical Fitness in Older Adults? A Randomized Controlled Study","crossref",2025,24,871,"pdf/jssm.2025871.pdf","xml/jssm.2025871.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.525","2021525","Composition Factor Analysis and Factor Invariance of the Physical Appearance State and Trait Anxiety Scale (PASTAS) in Sports and Non-Sports Practitioner Mexican Adolescents","crossref",2021,20,525,"pdf/jssm.2021525.pdf","xml/jssm.2021525.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.806","2023806","Acute Effects of Fatigue on Cardiac Autonomic Nervous Activity","crossref",2023,22,806,"pdf/jssm.2023806.pdf","xml/jssm.2023806.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.559","2024559","The Release of Lipolytic Hormones during Various High-Intensity Interval and Moderate-Intensity Continuous Training Regimens and Their Effects on Fat Loss","crossref",2024,23,559,"pdf/jssm.2024559.pdf","xml/jssm.2024559.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.626","2023626","Acute and Prolonged Effects of 300 sec of Static, Dynamic, and Combined Stretching on Flexibility and Muscle Force","crossref",2023,22,626,"pdf/jssm.2023626.pdf","xml/jssm.2023626.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.766","2021766","Muscle Actuators, Not Springs, Drive Maximal Effort Human Locomotor Performance","crossref",2021,20,766,"pdf/jssm.2021766.pdf","xml/jssm.2021766.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2025.503","2025503","Comparing Individualized vs. Non-Individualized Locomotor Profiling on High-Intensity Interval Training Adaptations in Soccer Players: A Randomized Parallel Study","crossref",2025,24,503,"pdf/jssm.2025503.pdf","xml/jssm.2025503.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2026.130","2026130","Evaluating Velocity-Based Approaches for Predicting One-Repetition Maximum in The Snatch","crossref",2026,25,130,"pdf/jssm.2026130.pdf","xml/jssm.2026130.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2026.149","2026149","Vibration Rolling, Non-Vibration Rolling, and Static Stretching for Delayed- Onset Muscle Soreness on Physiological Changes and Recovery of Athletic Performance in Runners","crossref",2026,25,149,"pdf/jssm.2026149.pdf","xml/jssm.2026149.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2022.536","2022536","Changes in Muscle Shear Modulus and Urinary Titin N-Terminal Fragment after Eccentric Exercise","crossref",2022,21,536,"pdf/jssm.2022536.pdf","xml/jssm.2022536.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2022.435","2022435","The Influence of Trunk Impairment Level on the Kinematic Characteristics of Alpine Sit-Skiing: A Case Study of Paralympic Medalists","crossref",2022,21,435,"pdf/jssm.2022435.pdf","xml/jssm.2022435.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2025.311","2025311","Kinematics of Topspin Stroke Combinations in Table Tennis and its Inter-Individual Variability","crossref",2025,24,311,"pdf/jssm.2025311.pdf","xml/jssm.2025311.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.436","2024436","Thoracolumbar Fascia and Lumbar Muscle Stiffness in Athletes with A History of Hamstring Injury","crossref",2024,23,436,"pdf/jssm.2024436.pdf","xml/jssm.2024436.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.1","20231","Underwater Surface Electromyography for the Evaluation of Muscle Activity during Front Crawl Swimming: A Systematic Review","crossref",2023,22,1,"pdf/jssm.20231.pdf","xml/jssm.20231.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.744","2024744","Prediction of Perceived Exertion Ratings in National Level Soccer Players Using Wearable Sensor Data and Machine Learning Techniques","crossref",2024,23,744,"pdf/jssm.2024744.pdf","xml/jssm.2024744.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2026.195","2026195","The Effects of Individualized Low- and Moderate-Load Circuit Training on Physical Performance, Hormonal Responses, And Hematological Adaptations in Resistance-Trained Men","crossref",2026,25,195,"pdf/jssm.2026195.pdf","xml/jssm.2026195.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.487","2024487","Can The Pitch Dimension Influence the Physical Fitness Adaptations Induced by Small-Sided Training Programs Added to Regular In-Field Training? A Randomized Controlled Study in Youth Soccer Players","crossref",2024,23,487,"pdf/jssm.2024487.pdf","xml/jssm.2024487.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.51","202351","The Acute Effects of Pectoralis Major Foam Ball Rolling on Shoulder Extension Range of Motion, Isometric Contraction Torque, and Muscle Stiffness","crossref",2023,22,51,"pdf/jssm.202351.pdf","xml/jssm.202351.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2022.341","2022341","Effects of Changing Center of Pressure Position on Knee and Ankle Extensor Moments During Double-Leg Squatting","crossref",2022,21,341,"pdf/jssm.2022341.pdf","xml/jssm.2022341.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.9","20219","Influence of the Coach’s Method and Leadership Profile on the Positive Development of Young Players in Team Sports","crossref",2021,20,9,"pdf/jssm.20219.pdf","xml/jssm.20219.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.396","2024396","Neuromechanical Differences between Pronated and Supinated Forearm Positions during Upper-Body Wingate Tests","crossref",2024,23,396,"pdf/jssm.2024396.pdf","xml/jssm.2024396.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.94","202194","The Association of Baseball Pitch Delivery and Kinematic Sequence on Stresses at the Shoulder and Elbow Joints","crossref",2021,20,94,"pdf/jssm.202194.pdf","xml/jssm.202194.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2025.351","2025351","Impact of Weekly Eccentric Overload Training on Locomotor and Mechanical Performance in Youth Soccer Players","crossref",2025,24,351,"pdf/jssm.2025351.pdf","xml/jssm.2025351.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.872","2024872","Smaller Formats of Volleyball Lead to Greater Improvements in Lower Limb Strength and Power, As Well As Reductions in Landing Forces: A Randomized Controlled Study in Girls","crossref",2024,23,872,"pdf/jssm.2024872.pdf","xml/jssm.2024872.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2025.332","2025332","Effects of Different Intervention Methods on Postural Control in Athletes with Chronic Ankle Instability: A Randomized Controlled Trial","crossref",2025,24,332,"pdf/jssm.2025332.pdf","xml/jssm.2025332.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.672","2021672","Web-Based and Face-To-Face Autonomy-Supportive Intervention for Physical Education Teachers and Students’ Experiences","crossref",2021,20,672,"pdf/jssm.2021672.pdf","xml/jssm.2021672.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2025.453","2025453","Chasse-Step and One-Step Footwork Reported Different Biomechanical Profiles in Elite Table Tennis Athletes","crossref",2025,24,453,"pdf/jssm.2025453.pdf","xml/jssm.2025453.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2025.589","2025589","Comparing Adapted Small-Sided Team Sports and Aerobic Exercise with or without Cognitive Games: Effects on Fitness and Cognition in Older Men","crossref",2025,24,589,"pdf/jssm.2025589.pdf","xml/jssm.2025589.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.358","2023358","Identifying Differences in Swimming Speed Fluctuation in Age-Group Swimmers by Statistical Parametric Mapping: A Biomechanical Assessment for Performance Development","crossref",2023,22,358,"pdf/jssm.2023358.pdf","xml/jssm.2023358.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.548","2021548","Effect of Half-Marathon Running on Arterial Stiffness and Blood Biomarkers in High-Level and Recreational Male Athletes","crossref",2021,20,548,"pdf/jssm.2021548.pdf","xml/jssm.2021548.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.537","2024537","Enhancing Sports Injury Risk Assessment in Soccer Through Machine Learning and Training Load Analysis","crossref",2024,23,537,"pdf/jssm.2024537.pdf","xml/jssm.2024537.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2026.314","2026314","Effects of Different Complex Training Methods on Change of Direction, Sprinting, Jumping, and Isometric Strength in National Level Male Basketball Players","crossref",2026,25,314,"pdf/jssm.2026314.pdf","xml/jssm.2026314.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.338","2023338","Trunk Muscle Activities during Ergometer Rowing in Rowers with and without Low Back Pain","crossref",2023,22,338,"pdf/jssm.2023338.pdf","xml/jssm.2023338.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.512","2023512","An Acute Transition from Rearfoot to Forefoot Strike does not Induce Major Changes in Plantarflexor Muscles Activation for Habitual Rearfoot Strike Runners","crossref",2023,22,512,"pdf/jssm.2023512.pdf","xml/jssm.2023512.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2025.75","202575","Elucidation of The Effect of Flossing on Improving Joint Range of Motion","crossref",2025,24,75,"pdf/jssm.202575.pdf","xml/jssm.202575.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.189","2023189","Joint Coordination and Muscle-Tendon Interaction Differ Depending on The Level of Jumping Performance","crossref",2023,22,189,"pdf/jssm.2023189.pdf","xml/jssm.2023189.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.69","202169","Head Cooling Prior to Exercise in the Heat Does Not Improve Cognitive Performance","crossref",2021,20,69,"pdf/jssm.202169.pdf","xml/jssm.202169.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2025.84","202584","Comparing The Effectiveness of 10-Minute Dynamic Stretching, Vibration Rolling, and Climbing-Specific Warm-Ups on Exercise Performances in Rock Climbers","crossref",2025,24,84,"pdf/jssm.202584.pdf","xml/jssm.202584.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.404","2021404","Improvements in Physical Fitness are Associated with Favorable Changes in Blood Lipid Concentrations in Children","crossref",2021,20,404,"pdf/jssm.2021404.pdf","xml/jssm.2021404.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.398","2021398","Oxygen Uptake Kinetics in Endurance Trained Youth and Adult Cyclists","crossref",2021,20,398,"pdf/jssm.2021398.pdf","xml/jssm.2021398.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2025.406","2025406","Effects of Strength and Plyometric Training on Vertical Jump, Linear Sprint, and Change-of-Direction Speed in Female Adolescent Team Sport Athletes: A Systematic Review and Meta-Analysis","crossref",2025,24,406,"pdf/jssm.2025406.pdf","xml/jssm.2025406.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.133","2021133","Effects of Chair-Based, Low–Load Elastic Band Resistance Training on Functional Fitness and Metabolic Biomarkers in Older Women","crossref",2021,20,133,"pdf/jssm.2021133.pdf","xml/jssm.2021133.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2026.58","202658","The Role of Machine Learning in Talent Identification for Team Sports: A Systematic Review","crossref",2026,25,58,"pdf/jssm.202658.pdf","xml/jssm.202658.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2026.272","2026272","Determinants of Cardiovascular Load Variability During Small-Sided Games: Influence of Game Format, Bout Intensity, and Yo-Yo Intermittent Recovery Performance","crossref",2026,25,272,"pdf/jssm.2026272.pdf","xml/jssm.2026272.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.289","2024289","The Effects of Physical Activity Interventions on Children’s Perception: A Systematic Review and Meta-Analysis","crossref",2024,23,289,"pdf/jssm.2024289.pdf","xml/jssm.2024289.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2026.371","2026371","Blood Flow Restriction Training Reduces Hemodynamic Load and Improves Cardiovascular Biomarkers in Runners with Exercise-Induced Hypertension","crossref",2026,25,371,"pdf/jssm.2026371.pdf","xml/jssm.2026371.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.466","2021466","A Longitudinal Study of Bone Mineral Accrual during Growth in Competitive Premenarcheal Rhythmic Gymnasts","crossref",2021,20,466,"pdf/jssm.2021466.pdf","xml/jssm.2021466.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.222","2021222","Low-Intensity Exercise as a Modifier of Depressive Symptoms and Self-Perceived Stress Level in Women with Metabolic Syndrome","crossref",2021,20,222,"pdf/jssm.2021222.pdf","xml/jssm.2021222.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.699","2021699","The Mediating Effect of Change of Direction Speed in the Relationship between the Type of Sport and Reactive Agility in Elite Female Team-Sport Athletes","crossref",2021,20,699,"pdf/jssm.2021699.pdf","xml/jssm.2021699.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.382","2023382","Lower Body Joint Moments during the Golf Swing in Older Adults: Comparison to Other Activities of Daily Living","crossref",2023,22,382,"pdf/jssm.2023382.pdf","xml/jssm.2023382.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2025.160","2025160","Stress and Anxiety Among Elite Volleyball Referees While Officiating","crossref",2025,24,160,"pdf/jssm.2025160.pdf","xml/jssm.2025160.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.26","202126","A Mixed-Method Approach of Pre-Cooling Enhances High-Intensity Running Performance in the Heat","crossref",2021,20,26,"pdf/jssm.202126.pdf","xml/jssm.202126.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.367","2023367","Jumping Rope Improves the Physical Fitness of Preadolescents Aged 10-12 Years: A Meta-Analysis","crossref",2023,22,367,"pdf/jssm.2023367.pdf","xml/jssm.2023367.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2022.1","20221","Perfectionism Moderates the Effects of Goal-Realization on Post-Competition Mood in Amateur Runners","crossref",2022,21,1,"pdf/jssm.20221.pdf","xml/jssm.20221.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
