"doi","title","xml_file","pdf_file","has_jdm_doi","grobid_version","conversion_date","license"
"10.1017/s1930297500006021","Leftmost-digit-bias in an enumerated public sector? An experiment on citizens' judgment of performance information","jdm.jdm121112.xml","jdm.jdm121112.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004460","A cautionary note on global recalibration","jdm.jdm121115a.xml","jdm.jdm121115a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000574x","Cynicism in negotiation: When communication increases buyers' skepticism","jdm.jdm121121.xml","jdm.jdm121121.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000509x","The insurance effect: How the possession of gas masks reduces the likelihood of a missile attack","jdm.jdm121123.xml","jdm.jdm121123.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003612","Belief in the unstructured interview: The persistence of an illusion","jdm.jdm121130a.xml","jdm.jdm121130a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005106","Risky choice in younger versus older adults: Affective context matters","jdm.jdm12114.xml","jdm.jdm12114.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004447","Reluctant altruism and peer pressure in charitable giving","jdm.jdm12115.xml","jdm.jdm12115.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500002266","Dishonestly increasing the likelihood of winning","jdm.jdm12117a.xml","jdm.jdm12117a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003016","Validation of the Domain-Specific Risk-Taking Scale in Chinese college students","jdm.jdm12120.xml","jdm.jdm12120.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005325","Is a picture worth a thousand words? The interaction of visual display and attribute representation in attenuating framing bias","jdm.jdm121210.xml","jdm.jdm121210.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000471x","Others' opinions count, but not all of them: anchoring to ingroup versus outgroup members' behavior in charitable giving","jdm.jdm121219.xml","jdm.jdm121219.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003703","Myopic loss aversion: Potential causes of replication failures","jdm.jdm121229.xml","jdm.jdm121229.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004514","Preference for increasing wages: How do people value various streams of income?","jdm.jdm12201a.xml","jdm.jdm12201a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500002783","Not all streaks are the same: Individual differences in risk preferences during runs of gains and losses","jdm.jdm12202.xml","jdm.jdm12202.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003302","Delaying information search","jdm.jdm12204.xml","jdm.jdm12204.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005957","How to measure time preferences: An experimental comparison of three methods","jdm.jdm12209.xml","jdm.jdm12209.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006379","Web-conferencing as a viable method for group decision research","jdm.jdm12210.xml","jdm.jdm12210.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500002217","Choice processes and their post-decisional consequences in morally conflicting decisions","jdm.jdm12215.xml","jdm.jdm12215.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500002254","Do you look forward to retirement? Motivational biases in pension decisions","jdm.jdm12215a.xml","jdm.jdm12215a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003326","The impact of near-miss events on betting behavior: An examination of casino rapid roulette play","jdm.jdm12217a.xml","jdm.jdm12217a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500002229","Effects of main actor, outcome and affect on biased braking speed judgments","jdm.jdm12224.xml","jdm.jdm12224.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003661","Preference-driven biases in decision makers' information search and evaluation","jdm.jdm12227.xml","jdm.jdm12227.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500002965","Religion, group threat and sacred values","jdm.jdm12305.xml","jdm.jdm12305.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500002801","Decision making under hypoxia: Oxygen depletion increases risk seeking for losses but not for gains","jdm.jdm12306.xml","jdm.jdm12306.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005052","Survey of time preference, delay discounting models","jdm.jdm12309.xml","jdm.jdm12309.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500002722","Back or to the future? Preferences of time travelers","jdm.jdm12312.xml","jdm.jdm12312.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500002977","Information search with situation-specific reward functions","jdm.jdm12314.xml","jdm.jdm12314.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500002758","Separating response variability from structural inconsistency to test models of risky decision making","jdm.jdm12315.xml","jdm.jdm12315.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005088","The insured victim effect: When and why compensating harm decreases punishment recommendations","jdm.jdm12322.xml","jdm.jdm12322.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004459","Savings, subgoals, and reference points","jdm.jdm12327.xml","jdm.jdm12327.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006355","Evidence for the influence of the mere-exposure effect on voting in the Eurovision Song Contest","jdm.jdm12327a.xml","jdm.jdm12327a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007464","Procedural and economic utilities in consequentialist choice: Trading freedom of choice to minimize financial losses","jdm.jdm12425.xml","jdm.jdm12425.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005076","Why are gainers more risk seeking","jdm.jdm12502.xml","jdm.jdm12502.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005295","Glad to be sad, and other examples of benign masochism","jdm.jdm12502a.xml","jdm.jdm12502a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006331","Social preferences shaped by conflicting motives: When enhancing social welfare creates unfavorable comparisons for the self","jdm.jdm12505.xml","jdm.jdm12505.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000601x","Top scores are possible, bottom scores are certain (and middle scores are not worth mentioning): A pragmatic view of verbal probabilities","jdm.jdm12522.xml","jdm.jdm12522.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006380","Does moving from war zone change emotions and risk perceptions? A field study of Israeli students","jdm.jdm12606.xml","jdm.jdm12606.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005064","Regret salience and accountability in the decoy effect","jdm.jdm12613a.xml","jdm.jdm12613a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006343","Construal levels and moral judgment: Some complications","jdm.jdm12627.xml","jdm.jdm12627.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004484","The devil you know: The effect of brand recognition and product ratings on consumer choice","jdm.jdm12703.xml","jdm.jdm12703.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003314","Debiasing egocentrism and optimism biases in repeated competitions","jdm.jdm12703a.xml","jdm.jdm12703a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003168","Choice-induced preference change and the free-choice paradigm: A clarification","jdm.jdm12710.xml","jdm.jdm12710.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005945","On the descriptive value of loss aversion in decisions under risk: Six clarifications","jdm.jdm12712.xml","jdm.jdm12712.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005775","The effects of mental steps and compatibility on Bayesian reasoning","jdm.jdm12714.xml","jdm.jdm12714.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003259","""Leaving it to chance""-Passive risk taking in everyday life","jdm.jdm12727.xml","jdm.jdm12727.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003260","Predicting (un)healthy behavior: A comparison of risk-taking propensity measures","jdm.jdm12727c.xml","jdm.jdm12727c.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004496","Magical thinking in predictions of negative events: Evidence for tempting fate but not for a protection effect","jdm.jdm12806.xml","jdm.jdm12806.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003296","The nonsense math effect","jdm.jdm12810.xml","jdm.jdm12810.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005994","The environment matters: Comparing individuals and dyads in their adaptive use of decision strategies","jdm.jdm12814.xml","jdm.jdm12814.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003247","The tyranny of choice: a cross-cultural investigation of maximizing-satisficing effects on well-being","jdm.jdm12815.xml","jdm.jdm12815.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006045","The value of a smile: Facial expression affects ultimatum-game responses","jdm.jdm12817.xml","jdm.jdm12817.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003338","The unconscious thought advantage: Further replication failures from a search for confirmatory evidence","jdm.jdm12822.xml","jdm.jdm12822.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005933","Decisional enhancement and autonomy: public attitudes towards overt and covert nudges","jdm.jdm12823.xml","jdm.jdm12823.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005349","Success-slope effects on the illusion of control and on remembered success-frequency","jdm.jdm12912.xml","jdm.jdm12912.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004472","Communicating clinical trial outcomes: Effects of presentation method on physicians' evaluations of new treatments","jdm.jdm12913.xml","jdm.jdm12913.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003235","Is that the answer you had in mind? The effect of perspective on unethical behavior","jdm.jdm12916.xml","jdm.jdm12916.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006008","Inferring uncertainty from interval estimates: Effects of alpha level and numeracy","jdm.jdm12918.xml","jdm.jdm12918.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005039","The wisdom of crowds: Predicting a weather and climate-related event","jdm.jdm12924a.xml","jdm.jdm12924a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005532","Effects of induced moods on economic choices","jdm.jdm12924b.xml","jdm.jdm12924b.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004721","Risk perception and risk attitudes in Tokyo: A report of the first administration of DOSPERT+M in Japan","jdm.jdm131001.xml","jdm.jdm131001.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006793","Numeric and graphic risk information processing of high and low numerates in the intuitive and deliberative decision modes: An eye-tracker study","jdm.jdm131002a.xml","jdm.jdm131002a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005623","The influence of identifiability and singularity in moral decision making","jdm.jdm131003a.xml","jdm.jdm131003a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005015","Foreground-background salience effect in traffic risk communication","jdm.jdm131007.xml","jdm.jdm131007.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005799","Using cognitive models to combine probability estimates","jdm.jdm131007a.xml","jdm.jdm131007a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004940","Lay understanding of probability distributions","jdm.jdm131029.xml","jdm.jdm131029.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005556","Decision importance as a cue for deferral","jdm.jdm131031a.xml","jdm.jdm131031a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004988","Self-reported ethical risk taking tendencies predict actual dishonesty","jdm.jdm131111.xml","jdm.jdm131111.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500008846","Stepwise training supports strategic second-order theory of mind in turn-taking games","jdm.jdm131115.xml","jdm.jdm131115.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005519","Subjective but not objective numeracy influences willingness to pay for BRCA1/2 genetic testing","jdm.jdm131116.xml","jdm.jdm131116.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005507","Cognitive reflection test and behavioral biases in Malaysia","jdm.jdm131116a.xml","jdm.jdm131116a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005751","Limited capacity to lie: Cognitive load interferes with being dishonest","jdm.jdm131120.xml","jdm.jdm131120.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006173","Introducing upfront losses as well as gains decreases impatience in intertemporal choices with rewards","jdm.jdm131129.xml","jdm.jdm131129.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006033","Enactment of one-to-many communication may induce self-focused attention that leads to diminished perspective taking: The case of Facebook","jdm.jdm13114.xml","jdm.jdm13114.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005283","When uncertainty meets life: The effect of animacy on probability expression","jdm.jdm13120.xml","jdm.jdm13120.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006756","Spontaneous associations and label framing have similar effects in the public goods game","jdm.jdm131204.xml","jdm.jdm131204.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005970","When imagining future wealth influences risky decision making","jdm.jdm13122.xml","jdm.jdm13122.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003211","Inferring choice criteria with mixture IRT models: A demonstration using ad hoc and goal-derived categories","jdm.jdm131220.xml","jdm.jdm131220.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003697","Charting the internal landscape: Affect associated with thoughts about major life domains explains life satisfaction","jdm.jdm13123.xml","jdm.jdm13123.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005921","The role of actively open-minded thinking in information acquisition, accuracy, and calibration","jdm.jdm13124a.xml","jdm.jdm13124a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003685","External validity of individual differences in multiple cue probability learning: The case of pilot training","jdm.jdm13125a.xml","jdm.jdm13125a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006057","Validation of the Adult Decision-Making Competence in Slovak students","jdm.jdm13213.xml","jdm.jdm13213.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006069","American's desire for less wealth inequality does not depend on how you ask them","jdm.jdm13227.xml","jdm.jdm13227.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006070","The available evidence suggests the percent measure should not be used to study inequality: Reply to Norton and Ariely","jdm.jdm13227r.xml","jdm.jdm13227r.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000365x","How do defendants choose their trial court? Evidence for a heuristic processing account","jdm.jdm13305b.xml","jdm.jdm13305b.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005337","The time-saving bias: Judgements, cognition and perception","jdm.jdm13309.xml","jdm.jdm13309.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005271","Ideology, motivated reasoning, and cognitive reflection","jdm.jdm13313.xml","jdm.jdm13313.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000526x","Compassion fade and the challenge of environmental conservation","jdm.jdm13321a.xml","jdm.jdm13321a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005301","Maximizing as a predictor of job satisfaction and performance: A tale of three scales","jdm.jdm13327.xml","jdm.jdm13327.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004976","On the role of recognition in consumer choice: A model comparison","jdm.jdm13404b.xml","jdm.jdm13404b.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003648","Response time and decision making: An experimental study","jdm.jdm13418a.xml","jdm.jdm13418a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005489","A signal detection theory analysis of racial and ethnic disproportionality in the referral and substantiation processes of the U.S. child welfare services system","jdm.jdm13422.xml","jdm.jdm13422.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003624","Game interrupted: The rationality of considering the future","jdm.jdm13422b.xml","jdm.jdm13422b.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004745","True-and-error models violate independence and yet they are testable","jdm.jdm13422c.xml","jdm.jdm13422c.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005982","Deliberation versus automaticity in decision making: Which presentation format features facilitate automatic decision making?","jdm.jdm13426.xml","jdm.jdm13426.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005465","Outcomes and expectations in dilemmas of trust","jdm.jdm13502.xml","jdm.jdm13502.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004733","Learning affects top down and bottom up modulation of eye movements in decision making","jdm.jdm13512.xml","jdm.jdm13512.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000677x","An interpretation of focal point responses as non-additive beliefs","jdm.jdm13522.xml","jdm.jdm13522.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005313","DOSPERT+M: A survey of medical risk attitudes in the United States","jdm.jdm13530.xml","jdm.jdm13530.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003636","An assessment of the temporal dynamics of moral decisions","jdm.jdm13613a.xml","jdm.jdm13613a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005817","Change and status quo in decisions with defaults: The effect of incidental emotions depends on the type of default","jdm.jdm13722.xml","jdm.jdm13722.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003715","A Criticism of Doyle's survey of time preference: A correction regarding the CRDI and CADI families","jdm.jdm13723.xml","jdm.jdm13723.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005520","Good luck, bad luck, and ambiguity aversion","jdm.jdm13723a.xml","jdm.jdm13723a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003673","Choice blindness in financial decision making","jdm.jdm13804.xml","jdm.jdm13804.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006847","Subjective integration of probabilistic information from experience and description","jdm.jdm13805.xml","jdm.jdm13805.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003818","Framing effects on bidding behavior in experimental first-price sealed-bid money auctions","jdm.jdm13807.xml","jdm.jdm13807.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005787","How many calories were in those hamburgers again? Distribution density biases recall of attribute values","jdm.jdm13809.xml","jdm.jdm13809.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004691","""Lean not on your own understanding"": Belief that morality is founded on divine authority and non-utilitarian moral judgments","jdm.jdm13822.xml","jdm.jdm13822.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005003","Does menu design influence retirement investment choices? Evidence from Italian occupational pension funds","jdm.jdm13901.xml","jdm.jdm13901.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004708","Assessing the sensitivity of information distortion to four potential influences in studies of risky choice","jdm.jdm13908.xml","jdm.jdm13908.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005477","Interpersonal effects of expressed anger and sorrow in morally charged negotiation","jdm.jdm13910b.xml","jdm.jdm13910b.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004964","Cognitive integration of recognition information and additional cues in memory-based decisions","jdm.jdm13912.xml","jdm.jdm13912.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004952","Predicting biases in very highly educated samples: Numeracy and metacognition","jdm.jdm13919.xml","jdm.jdm13919.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000396x","Biases in choices about fairness: Psychology and economic inequality","jdm.jdm13923b.xml","jdm.jdm13923b.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005234","How the number of options and perceived variety influence choice satisfaction: An experiment with prescription drug plans","jdm.jdm13926.xml","jdm.jdm13926.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003934","The effect of consumer ratings and attentional allocation on product valuations","jdm.jdm141001.xml","jdm.jdm141001.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003077","Graphs versus numbers: How information format affects risk aversion in gambling","jdm.jdm141021.xml","jdm.jdm141021.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004630","How bookies make your money","jdm.jdm141026a.xml","jdm.jdm141026a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/S0140525X07002579","The effect of dynamic proximity cues on counterfactual plausibility","jdm.jdm14107a.xml","jdm.jdm14107a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003223","Decision-making styles and their associations with decision-making competencies and mental health","jdm.jdm141103.xml","jdm.jdm141103.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004629","Inverted U-shaped model: How frequent repetition affects perceived risk","jdm.jdm141103b.xml","jdm.jdm141103b.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003922","Effects of distance between initial estimates and advice on advice utilization","jdm.jdm141112a.xml","jdm.jdm141112a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003193","What have I just done? Anchoring, self-knowledge, and judgments of recent behavior","jdm.jdm141113.xml","jdm.jdm141113.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004617","Risks deter but pleasures allure: Is pleasure more important?","jdm.jdm141118.xml","jdm.jdm141118.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003946","Imagine being a nice guy: A note on hypothetical vs. incentivized social preferences","jdm.jdm141118a.xml","jdm.jdm141118a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000317x","Psychological aspects of the rejection of recycled water: Contamination, purification and disgust","jdm.jdm14117a.xml","jdm.jdm14117a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004654","The narrative bias revisited: What drives the biasing influence of narrative information on risk perceptions?","jdm.jdm141206a.xml","jdm.jdm141206a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004678","Less cognitive conflict does not imply choice of the default option: Commentary on Kieslich and Hilbig (2014)","jdm.jdm141214.xml","jdm.jdm141214.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000468x","Judging competing theoretical accounts by their empirical content and parsimony: Reply to Myrseth and Wollbrant (2015)","jdm.jdm141214r.xml","jdm.jdm141214r.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003910","Aggregating multiple probability intervals to improve calibration","jdm.jdm141223.xml","jdm.jdm141223.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005659","Strategies for exploration in the domain of losses","jdm.jdm141223a.xml","jdm.jdm141223a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005805","The combined role of task, child's age and individual differences in understanding decision processes","jdm.jdm14129.xml","jdm.jdm14129.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005763","On the psychology of self-prediction: Consideration of situational barriers to intended actions","jdm.jdm14130.xml","jdm.jdm14130.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005490","Approximating rationality under incomplete information: Adaptive inferences for missing cue values based on cue-discrimination","jdm.jdm14206.xml","jdm.jdm14206.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004642","A direct and comprehensive test of two postulates of politeness theory applied to uncertainty communication","jdm.jdm14220.xml","jdm.jdm14220.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000320x","Tailored proper scoring rules elicit decision weights","jdm.jdm14225a.xml","jdm.jdm14225a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005738","Are good reasoners more incest-friendly? Trait cognitive reflection predicts selective moralization in a sample of American adults","jdm.jdm14226.xml","jdm.jdm14226.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006215","Using metacognitive cues to infer others' thinking","jdm.jdm14307.xml","jdm.jdm14307.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003144","On making the right choice: A meta-analysis and large-scale replication attempt of the unconscious thought advantage","jdm.jdm14321.xml","jdm.jdm14321.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006203","Responsibility judgments of wins and losses in the 2013 chess championship","jdm.jdm14325.xml","jdm.jdm14325.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003909","Reference dependence, cooperation, and coordination in games","jdm.jdm14401.xml","jdm.jdm14401.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006781","Multi-attribute utility models as cognitive search engines","jdm.jdm14402.xml","jdm.jdm14402.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006185","The evaluability bias in charitable giving: Saving administration costs or saving lives?","jdm.jdm14402a.xml","jdm.jdm14402a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006823","Modeling and debiasing resource saving judgments","jdm.jdm14408a.xml","jdm.jdm14408a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005118","Improving dynamic decision making through training and self-reflection","jdm.jdm14411.xml","jdm.jdm14411.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500008718","Reversing the causal arrow: Incidence and properties of negative backward magical contagion in Americans","jdm.jdm14511.xml","jdm.jdm14511.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003181","Moral investing: Psychological motivations and implications","jdm.jdm14513a.xml","jdm.jdm14513a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
